dk DR P3,dk_DR_P3,Commercial2,0,https://www.radio-danmark.dk/p3,,0
dk NOVA,dk_NOVA,Commercial2,0,https://www.radio-danmark.dk/nova-fm,,0
dk DR P5,dk_DR_P5,Commercial2,0,https://www.radio-danmark.dk/p5,,0
dk DR P4 København,dk_DR_P4_København,Commercial2,0,https://www.radio-danmark.dk/p4-kobenhavn,,0
dk Retro-Radio,dk_Retro-Radio,Commercial2,0,https://www.radio-danmark.dk/retro-radio,,0
dk DR P1,dk_DR_P1,Commercial2,0,https://www.radio-danmark.dk/p1,,0
dk Radio Soft,dk_Radio_Soft,Commercial2,0,https://www.radio-danmark.dk/radio-soft,,0
dk Limfjord Slager,dk_Limfjord_Slager,Commercial2,0,https://www.radio-danmark.dk/limfjord-plus-slager,,0
dk Pop FM,dk_Pop_FM,Commercial2,0,https://www.radio-danmark.dk/pop-fm,,0
dk 80's Hits,dk_80's_Hits,Commercial2,0,https://www.radio-danmark.dk/80s-hits,,0
dk DR P4 Østjyllands,dk_DR_P4_Østjyllands,Commercial2,0,https://www.radio-danmark.dk/p4-ostjyllands,,0
dk DR P4 Sjælland,dk_DR_P4_Sjælland,Commercial2,0,https://www.radio-danmark.dk/p4-sjaelland,,0
dk DR P4 Nordjylland,dk_DR_P4_Nordjylland,Commercial2,0,https://www.radio-danmark.dk/p4-nordjylland,,0
dk Classic FM,dk_Classic_FM,Commercial2,0,https://www.radio-danmark.dk/classic-fm,,0
dk PartyFM,dk_PartyFM,Commercial2,0,https://www.radio-danmark.dk/partyfm,,0
dk DR P4 Midt & Vest,dk_DR_P4_Midt_&_Vest,Commercial2,0,https://www.radio-danmark.dk/p4-midt-vest,,0
dk Radio 100,dk_Radio_100,Commercial2,0,https://www.radio-danmark.dk/radio-100,,0
dk DR P4 Fyn,dk_DR_P4_Fyn,Commercial2,0,https://www.radio-danmark.dk/p4-fyn,,0
dk DK4 Dansktop,dk_DK4_Dansktop,Commercial2,0,https://www.radio-danmark.dk/dk4-dansktop,,0
dk DR P4 Syd,dk_DR_P4_Syd,Commercial2,0,https://www.radio-danmark.dk/p4-syd,,0
dk 90's Hits,dk_90's_Hits,Commercial2,0,https://www.radio-danmark.dk/90s-hits,,0
dk The Voice,dk_The_Voice,Commercial2,0,https://www.radio-danmark.dk/the-voice,,0
dk ClassicROCK - Kobenhavn,dk_ClassicROCK_-_Kobenhavn,Commercial2,0,https://www.radio-danmark.dk/classicrock-kobenhavn,,0
dk VinylHits,dk_VinylHits,Commercial2,0,https://www.radio-danmark.dk/vinylhits,,0
dk Danske 80'er Hits,dk_Danske_80'er_Hits,Commercial2,0,https://www.radio-danmark.dk/danske-80er-hits,,0
dk Radio Globus,dk_Radio_Globus,Commercial2,0,https://www.radio-danmark.dk/radio-globus,,0
dk ANR Hit FM,dk_ANR_Hit_FM,Commercial2,0,https://www.radio-danmark.dk/anr-hit-fm,,0
dk myRock,dk_myRock,Commercial2,0,https://www.radio-danmark.dk/myrock,,0
dk Radio ABC,dk_Radio_ABC,Commercial2,0,https://www.radio-danmark.dk/radio-abc,,0
dk Radio4,dk_Radio4,Commercial2,0,https://www.radio-danmark.dk/radio4,,0
dk DR P4 Trekanten,dk_DR_P4_Trekanten,Commercial2,0,https://www.radio-danmark.dk/p4-trekanten,,0
dk Retro-Radio Millennium,dk_Retro-Radio_Millennium,Commercial2,0,https://www.radio-danmark.dk/retro-radio-millennium,,0
dk Radio Alfa,dk_Radio_Alfa,Commercial2,0,https://www.radio-danmark.dk/radio-alfa,,0
dk Globus Guld,dk_Globus_Guld,Commercial2,0,https://www.radio-danmark.dk/globus-guld,,0
dk P5 Fyn,dk_P5_Fyn,Commercial2,0,https://www.radio-danmark.dk/dr-nyheder,,0
dk DR P8 Jazz,dk_DR_P8_Jazz,Commercial2,0,https://www.radio-danmark.dk/p8-jazz,,0
dk Radio Alfa Gold,dk_Radio_Alfa_Gold,Commercial2,0,https://www.radio-danmark.dk/radio-alfa-gold,,0
dk DR P6 Beat,dk_DR_P6_Beat,Commercial2,0,https://www.radio-danmark.dk/p6-beat,,0
dk Globus Guld Country,dk_Globus_Guld_Country,Commercial2,0,https://www.radio-danmark.dk/globus-guld-country,,0
dk myROCK Legends of Rock,dk_myROCK_Legends_of_Rock,Commercial2,0,https://www.radio-danmark.dk/myrock-legends-of-rock,,0
dk Radio Soft Classic,dk_Radio_Soft_Classic,Commercial2,0,https://www.radio-danmark.dk/radio-soft-classic,,0
dk DR P2 Klassisk,dk_DR_P2_Klassisk,Commercial2,0,https://www.radio-danmark.dk/p2,,0
dk Radio VLR Vejle,dk_Radio_VLR_Vejle,Commercial2,0,https://www.radio-danmark.dk/radio-vlr-vejle,,0
dk Pop 80'er,dk_Pop_80'er,Commercial2,0,https://www.radio-danmark.dk/pop-80er,,0
dk Radio Nord,dk_Radio_Nord,Commercial2,0,https://www.radio-danmark.dk/radio-nord,,0
dk NOVA 100% Dansk,dk_NOVA_100%_Dansk,Commercial2,0,https://www.radio-danmark.dk/nova-100-dansk,,0
dk Mix FM,dk_Mix_FM,Commercial2,0,https://www.radio-danmark.dk/mix-fm,,0
dk Radio Nibenitten,dk_Radio_Nibenitten,Commercial2,0,https://www.radio-danmark.dk/radio-nibenitten,,0
dk 00's Hits,dk_00's_Hits,Commercial2,0,https://www.radio-danmark.dk/00s-hits,,0
dk Radio SLR Slagelse,dk_Radio_SLR_Slagelse,Commercial2,0,https://www.radio-danmark.dk/radio-slr-slagelse,,0
dk Limfjord Mix,dk_Limfjord_Mix,Commercial2,0,https://www.radio-danmark.dk/limfjord-plus,,0
dk Radio Retro DK,dk_Radio_Retro_DK,Commercial2,0,https://www.radio-danmark.dk/radio-retro-dk,,0
dk Radio Sydhavsøerne,dk_Radio_Sydhavsøerne,Commercial2,0,https://www.radio-danmark.dk/radio-sydhavsoerne,,0
dk Radio Alfa Midtjylland,dk_Radio_Alfa_Midtjylland,Commercial2,0,https://www.radio-danmark.dk/radio-alfa-midtjylland,,0
dk Radio Vinyl,dk_Radio_Vinyl,Commercial2,0,https://www.radio-danmark.dk/2016-hits,,0
dk Retro-Radio JUL,dk_Retro-Radio_JUL,Commercial2,0,https://www.radio-danmark.dk/retro-radio-jul,,0
dk Radio Viborg 106-8 FM,dk_Radio_Viborg_106-8_FM,Commercial2,0,https://www.radio-danmark.dk/radio-viborg,,0
dk Skala FM Kolding,dk_Skala_FM_Kolding,Commercial2,0,https://www.radio-danmark.dk/skala-fm-kolding,,0
dk Radio Limfjord,dk_Radio_Limfjord,Commercial2,0,https://www.radio-danmark.dk/radio-limfjord,,0
dk Mix 7,dk_Mix_7,Commercial2,0,https://www.radio-danmark.dk/mix-7,,0
dk Radio Soft Modern,dk_Radio_Soft_Modern,Commercial2,0,https://www.radio-danmark.dk/radio-soft-modern,,0
dk Radio Solo,dk_Radio_Solo,Commercial2,0,https://www.radio-danmark.dk/radio-solo,,0
dk DR P4 Bornholm,dk_DR_P4_Bornholm,Commercial2,0,https://www.radio-danmark.dk/p4-bornholm,,0
dk Rockkanalen,dk_Rockkanalen,Commercial2,0,https://www.radio-danmark.dk/rockkanalen,,0
dk Vendsyssel FM - Frederikshavn Lokalradio,dk_Vendsyssel_FM_-_Frederikshavn_Lokalradio,Commercial2,0,https://www.radio-danmark.dk/vendsyssel-fm-frederikshavn-lokalradio,,0
dk The Voice In The Mix,dk_The_Voice_In_The_Mix,Commercial2,0,https://www.radio-danmark.dk/the-voice-party-people,,0
dk Radio Skive,dk_Radio_Skive,Commercial2,0,https://www.radio-danmark.dk/radio-skive,,0
dk Globus Guld Evergreens,dk_Globus_Guld_Evergreens,Commercial2,0,https://www.radio-danmark.dk/globus-guld-evergreens,,0
dk Radio Freja Christmas (jul),dk_Radio_Freja_Christmas_(jul),Commercial2,0,https://www.radio-danmark.dk/radio-freja-christmas,,0
dk Radio Silkeborg,dk_Radio_Silkeborg,Commercial2,0,https://www.radio-danmark.dk/radio-silkeborg,,0
dk Classic Pop,dk_Classic_Pop,Commercial2,0,https://www.radio-danmark.dk/classic-pop,,0
dk Radio Vibes,dk_Radio_Vibes,Commercial2,0,https://www.radio-danmark.dk/radio-vibes,,0
dk Always Elvis Radio,dk_Always_Elvis_Radio,Commercial2,0,https://www.radio-danmark.dk/always-elvis-presley-radio,,0
dk go!FM,dk_go!FM,Commercial2,0,https://www.radio-danmark.dk/gofm,,0
dk Globus Guld Jul,dk_Globus_Guld_Jul,Commercial2,0,https://www.radio-danmark.dk/globus-guld-jul,,0
dk 10's Hits,dk_10's_Hits,Commercial2,0,https://www.radio-danmark.dk/digster-top-30,,0
dk Midtfjord Radio,dk_Midtfjord_Radio,Commercial2,0,https://www.radio-danmark.dk/midtfjord-radio,,0
dk Radio Alfa Skive,dk_Radio_Alfa_Skive,Commercial2,0,https://www.radio-danmark.dk/radio-alfa-skive,,0
dk Partyradio,dk_Partyradio,Commercial2,0,https://www.radio-danmark.dk/partyradio,,0
dk Radio Mars,dk_Radio_Mars,Commercial2,0,https://www.radio-danmark.dk/radio-mars,,0
dk DR P4 Esbjerg,dk_DR_P4_Esbjerg,Commercial2,0,https://www.radio-danmark.dk/p4-esbjerg,,0
dk Radio Alfa Silkborg,dk_Radio_Alfa_Silkborg,Commercial2,0,https://www.radio-danmark.dk/radio-alfa-silkborg,,0
dk Radio Victoria,dk_Radio_Victoria,Commercial2,0,https://www.radio-danmark.dk/radio-victoria,,0
dk Radio Øst FM,dk_Radio_Øst_FM,Commercial2,0,https://www.radio-danmark.dk/radio-ost-fm,,0
dk Skala FM Esbjerg,dk_Skala_FM_Esbjerg,Commercial2,0,https://www.radio-danmark.dk/skala-fm-esbjerg,,0
dk Skaga FM,dk_Skaga_FM,Commercial2,0,https://www.radio-danmark.dk/skaga-fm,,0
dk NOVA Top 40,dk_NOVA_Top_40,Commercial2,0,https://www.radio-danmark.dk/nova-top-40,,0
dk Radio M,dk_Radio_M,Commercial2,0,https://www.radio-danmark.dk/radio-m,,0
dk Radio SLR Køge,dk_Radio_SLR_Køge,Commercial2,0,https://www.radio-danmark.dk/radio-koge,,0
dk Sendesamvirket Djurslandskanalen,dk_Sendesamvirket_Djurslandskanalen,Commercial2,0,https://www.radio-danmark.dk/radio-ronde-syddjurslokalradio,,0
dk Radio SLR Næstved,dk_Radio_SLR_Næstved,Commercial2,0,https://www.radio-danmark.dk/radio-slr-naestved,,0
dk Radio MidtSjælland,dk_Radio_MidtSjælland,Commercial2,0,https://www.radio-danmark.dk/radio-midtsjaelland,,0
dk Radio VLR Horsens Classic,dk_Radio_VLR_Horsens_Classic,Commercial2,0,https://www.radio-danmark.dk/radio-vlr-horsens-classic,,0
dk Head FM-net - Underground House,dk_Head_FM-net_-_Underground_House,Commercial2,0,https://www.radio-danmark.dk/headfmnet-underground-house,,0
dk Radio PlayBack,dk_Radio_PlayBack,Commercial2,0,https://www.radio-danmark.dk/radio-playback,,0
dk ClassicROCK - Ostjylland,dk_ClassicROCK_-_Ostjylland,Commercial2,0,https://www.radio-danmark.dk/classicrock-ostjylland,,0
dk Globus Guld - Kolding,dk_Globus_Guld_-_Kolding,Commercial2,0,https://www.radio-danmark.dk/globus-guld-kolding,,0
dk Radio Freja,dk_Radio_Freja,Commercial2,0,https://www.radio-danmark.dk/radio-freja,,0
dk Radio Jazz,dk_Radio_Jazz,Commercial2,0,https://www.radio-danmark.dk/radio-jazz,,0
dk DANCE100,dk_DANCE100,Commercial2,0,https://www.radio-danmark.dk/dance100,,0
dk Skala FM Sønderborg,dk_Skala_FM_Sønderborg,Commercial2,0,https://www.radio-danmark.dk/skala-fm-sonderborg,,0
dk 902 FM - Radio Ballerup,dk_902_FM_-_Radio_Ballerup,Commercial2,0,https://www.radio-danmark.dk/902-fm-radio-ballerup,,0
dk Radio VLR Fredericia-Fyn,dk_Radio_VLR_Fredericia-Fyn,Commercial2,0,https://www.radio-danmark.dk/radio-vlr-fredericiafyn,,0
dk Radio Diablo,dk_Radio_Diablo,Commercial2,0,https://www.radio-danmark.dk/radio-diablo,,0
dk Radio Viva,dk_Radio_Viva,Commercial2,0,https://www.radio-danmark.dk/radio-viva-kolding,,0
dk Radio Tønder FM,dk_Radio_Tønder_FM,Commercial2,0,https://www.radio-danmark.dk/radio-tonder-fm,,0
dk Radio Odsherred,dk_Radio_Odsherred,Commercial2,0,https://www.radio-danmark.dk/radio-odsherred,,0
dk Globus Guld - Esbjerg,dk_Globus_Guld_-_Esbjerg,Commercial2,0,https://www.radio-danmark.dk/globus-guld-esbjerg,,0
dk Radio VLR Horsens,dk_Radio_VLR_Horsens,Commercial2,0,https://www.radio-danmark.dk/radio-vlr-horsens,,0
dk Radio Beat,dk_Radio_Beat,Commercial2,0,https://www.radio-danmark.dk/radio-beat,,0
dk HitRadio,dk_HitRadio,Commercial2,0,https://www.radio-danmark.dk/hitradio,,0
dk Partyshaker-dk,dk_Partyshaker-dk,Commercial2,0,https://www.radio-danmark.dk/partyshakerdk,,0
dk Globus Guld - Aabenraa- Sønderborg,dk_Globus_Guld_-_Aabenraa-_Sønderborg,Commercial2,0,https://www.radio-danmark.dk/globus-guld-syd,,0
dk Det Rigtige Faaborg,dk_Det_Rigtige_Faaborg,Commercial2,0,https://www.radio-danmark.dk/det-rigtige-faaborg,,0
dk Radio Klitholm,dk_Radio_Klitholm,Commercial2,0,https://www.radio-danmark.dk/radio-klitholm,,0
dk The Voice Throwback,dk_The_Voice_Throwback,Commercial2,0,https://www.radio-danmark.dk/the-voice-new-music,,0
dk Radio boost,dk_Radio_boost,Commercial2,0,https://www.radio-danmark.dk/radio-boost,,0
dk Radio VLR Kolding,dk_Radio_VLR_Kolding,Commercial2,0,https://www.radio-danmark.dk/radio-vlr-kolding,,0
dk Radio Folk,dk_Radio_Folk,Commercial2,0,https://www.radio-danmark.dk/radio-folk,,0
dk Radio Helsingør 92-8 FM,dk_Radio_Helsingør_92-8_FM,Commercial2,0,https://www.radio-danmark.dk/radio-helsingor-928-fm,,0
dk Radio Happy DK,dk_Radio_Happy_DK,Commercial2,0,https://www.radio-danmark.dk/radio-happy-dk,,0
dk Norea WebRadio,dk_Norea_WebRadio,Commercial2,0,https://www.radio-danmark.dk/norea-webradio,,0
